,id,created_at_existing,updated_at_existing,updated_at_total_existing,updated_at_unit_existing,updated_at_seconds_existing,let_agreed_existing,created_at_new,updated_at_new,updated_at_total_new,updated_at_unit_new,updated_at_seconds_new,let_agreed_new,new_listing,let_agreed_ts,created_at,updated_at,updated_at_total,updated_at_unit
98,1356266,2022-04-19 22:54:48.016573+00:00,2022-04-05 23:54:48.016573,2,weeks,1649199288,False,2022-04-20 07:17:34.569538+00:00,2022-04-06 08:17:34.570027,2,weeks,1649229454,False,False,True,2022-04-19 22:54:48.016573+00:00,2022-04-06 08:17:34.570027,2,weeks
99,1323787,2022-04-19 22:54:47.976679+00:00,2022-04-05 23:54:47.976679,2,weeks,1649199287,False,2022-04-20 07:17:34.516715+00:00,2022-04-06 08:17:34.517722,2,weeks,1649229454,False,False,True,2022-04-19 22:54:47.976679+00:00,2022-04-06 08:17:34.517722,2,weeks
100,1358323,2022-04-19 22:54:47.973688+00:00,2022-04-05 23:54:47.973688,2,weeks,1649199287,False,,,2,weeks,1649199287,,False,,2022-04-19 22:54:47.973688+00:00,2022-04-05 23:54:47.973688,2,weeks
101,1359863,2022-04-19 22:54:47.967743+00:00,2022-04-05 23:54:47.968741,2,weeks,1649199287,False,,,2,weeks,1649199287,,False,,2022-04-19 22:54:47.967743+00:00,2022-04-05 23:54:47.968741,2,weeks
102,1358128,2022-04-19 22:54:47.927844+00:00,2022-04-05 23:54:47.927844,2,weeks,1649199287,False,2022-04-20 07:17:34.624361+00:00,2022-04-06 08:17:34.625358,2,weeks,1649229454,False,False,True,2022-04-19 22:54:47.927844+00:00,2022-04-06 08:17:34.625358,2,weeks
103,1360862,2022-04-19 22:54:47.923855+00:00,2022-04-05 23:54:47.924853,2,weeks,1649199287,False,,,2,weeks,1649199287,,False,,2022-04-19 22:54:47.923855+00:00,2022-04-05 23:54:47.924853,2,weeks
104,1360299,2022-04-19 22:54:47.906900+00:00,2022-04-05 23:54:47.906900,2,weeks,1649199287,False,2022-04-20 07:17:34.599399+00:00,2022-04-06 08:17:34.599399,2,weeks,1649229454,False,False,True,2022-04-19 22:54:47.906900+00:00,2022-04-06 08:17:34.599399,2,weeks
105,1353812,2022-04-19 22:54:47.903909+00:00,2022-04-05 23:54:47.904907,2,weeks,1649199287,False,,,2,weeks,1649199287,,False,,2022-04-19 22:54:47.903909+00:00,2022-04-05 23:54:47.904907,2,weeks
106,1357840,2022-04-19 22:54:47.893935+00:00,2022-04-05 23:54:47.894896,2,weeks,1649199287,False,,,2,weeks,1649199287,,False,,2022-04-19 22:54:47.893935+00:00,2022-04-05 23:54:47.894896,2,weeks
107,1334117,2022-04-19 22:54:47.989685+00:00,2022-03-29 23:54:47.990684,3,weeks,1648594487,False,,,3,weeks,1648594487,,False,,2022-04-19 22:54:47.989685+00:00,2022-03-29 23:54:47.990684,3,weeks
108,1329130,2022-04-19 22:54:47.978674+00:00,2022-03-29 23:54:47.978674,3,weeks,1648594487,False,2022-04-20 07:17:34.521704+00:00,2022-03-30 08:17:34.521704,3,weeks,1648624654,False,False,True,2022-04-19 22:54:47.978674+00:00,2022-03-30 08:17:34.521704,3,weeks
109,1343113,2022-04-19 22:54:47.944764+00:00,2022-03-29 23:54:47.945798,3,weeks,1648594487,False,,,3,weeks,1648594487,,False,,2022-04-19 22:54:47.944764+00:00,2022-03-29 23:54:47.945798,3,weeks
110,1329138,2022-04-19 22:54:47.981665+00:00,2022-03-19 23:54:47.981665,1,months,1647734087,False,2022-04-20 07:17:34.524693+00:00,2022-03-20 08:17:34.525690,1,months,1647764254,False,False,True,2022-04-19 22:54:47.981665+00:00,2022-03-20 08:17:34.525690,1,months
111,1347069,2022-04-19 22:54:47.947756+00:00,2022-03-19 23:54:47.947756,1,months,1647734087,False,,,1,months,1647734087,,False,,2022-04-19 22:54:47.947756+00:00,2022-03-19 23:54:47.947756,1,months
112,1346631,2022-04-19 22:54:47.874986+00:00,2022-03-19 23:54:47.875982,1,months,1647734087,False,,,1,months,1647734087,,False,,2022-04-19 22:54:47.874986+00:00,2022-03-19 23:54:47.875982,1,months
113,1320074,2022-04-19 22:54:48.007595+00:00,2022-02-19 23:54:48.007595,2,months,1645314888,False,,,2,months,1645314888,,False,,2022-04-19 22:54:48.007595+00:00,2022-02-19 23:54:48.007595,2,months
114,1370518,,,2,hours,1650431854,,2022-04-20 07:17:34.679323+00:00,2022-04-20 06:17:34.680320,2,hours,1650431854,False,True,,2022-04-20 07:17:34.679323+00:00,,2,hours
115,1370344,,,9,hours,1650406654,,2022-04-20 07:17:34.601389+00:00,2022-04-19 23:17:34.602417,9,hours,1650406654,False,True,,2022-04-20 07:17:34.601389+00:00,,9,hours
116,1328938,,,10,hours,1650403054,,2022-04-20 07:17:34.791152+00:00,2022-04-19 22:17:34.792177,10,hours,1650403054,True,True,,2022-04-20 07:17:34.791152+00:00,,10,hours
117,1369880,,,18,hours,1650374254,,2022-04-20 07:17:34.553573+00:00,2022-04-19 14:17:34.553573,18,hours,1650374254,False,True,,2022-04-20 07:17:34.553573+00:00,,18,hours
118,1353374,,,18,hours,1650374254,,2022-04-20 07:17:34.513722+00:00,2022-04-19 14:17:34.513722,18,hours,1650374254,False,True,,2022-04-20 07:17:34.513722+00:00,,18,hours
119,1364160,,,23,hours,1650356254,,2022-04-20 07:17:34.774137+00:00,2022-04-19 09:17:34.775140,23,hours,1650356254,True,True,,2022-04-20 07:17:34.774137+00:00,,23,hours
120,1361068,,,1,days,1650352654,,2022-04-20 07:17:34.722228+00:00,2022-04-19 08:17:34.722228,1,days,1650352654,True,True,,2022-04-20 07:17:34.722228+00:00,,1,days
121,1368927,,,1,days,1650352654,,2022-04-20 07:17:34.608404+00:00,2022-04-19 08:17:34.609402,1,days,1650352654,False,True,,2022-04-20 07:17:34.608404+00:00,,1,days
122,1367377,,,2,days,1650266254,,2022-04-20 07:17:34.776163+00:00,2022-04-18 08:17:34.776163,2,days,1650266254,True,True,,2022-04-20 07:17:34.776163+00:00,,2,days
123,1345727,,,3,days,1650179854,,2022-04-20 07:17:34.731204+00:00,2022-04-17 08:17:34.732202,3,days,1650179854,True,True,,2022-04-20 07:17:34.731204+00:00,,3,days
124,1274871,,,3,days,1650179854,,2022-04-20 07:17:34.648314+00:00,2022-04-17 08:17:34.649309,3,days,1650179854,False,True,,2022-04-20 07:17:34.648314+00:00,,3,days
125,1357700,,,4,days,1650093454,,2022-04-20 07:17:34.759119+00:00,2022-04-16 08:17:34.759119,4,days,1650093454,True,True,,2022-04-20 07:17:34.759119+00:00,,4,days
126,1354586,,,4,days,1650093454,,2022-04-20 07:17:34.702281+00:00,2022-04-16 08:17:34.702281,4,days,1650093454,True,True,,2022-04-20 07:17:34.702281+00:00,,4,days
127,1361387,,,5,days,1650007054,,2022-04-20 07:17:34.788160+00:00,2022-04-15 08:17:34.789158,5,days,1650007054,True,True,,2022-04-20 07:17:34.788160+00:00,,5,days
128,1355626,,,5,days,1650007054,,2022-04-20 07:17:34.698292+00:00,2022-04-15 08:17:34.699290,5,days,1650007054,False,True,,2022-04-20 07:17:34.698292+00:00,,5,days
129,1366628,,,5,days,1650007054,,2022-04-20 07:17:34.656424+00:00,2022-04-15 08:17:34.657422,5,days,1650007054,False,True,,2022-04-20 07:17:34.656424+00:00,,5,days
130,1367548,,,5,days,1650007054,,2022-04-20 07:17:34.638731+00:00,2022-04-15 08:17:34.639321,5,days,1650007054,False,True,,2022-04-20 07:17:34.638731+00:00,,5,days
131,1367191,,,5,days,1650007054,,2022-04-20 07:17:34.575514+00:00,2022-04-15 08:17:34.576514,5,days,1650007054,False,True,,2022-04-20 07:17:34.575514+00:00,,5,days
132,1365720,,,6,days,1649920654,,2022-04-20 07:17:34.816100+00:00,2022-04-14 08:17:34.816100,6,days,1649920654,True,True,,2022-04-20 07:17:34.816100+00:00,,6,days
133,1357722,,,6,days,1649920654,,2022-04-20 07:17:34.770231+00:00,2022-04-14 08:17:34.771087,6,days,1649920654,True,True,,2022-04-20 07:17:34.770231+00:00,,6,days
134,1355092,,,6,days,1649920654,,2022-04-20 07:17:34.708269+00:00,2022-04-14 08:17:34.708269,6,days,1649920654,True,True,,2022-04-20 07:17:34.708269+00:00,,6,days
135,1362062,,,1,weeks,1649834254,,2022-04-20 07:17:34.824072+00:00,2022-04-13 08:17:34.824072,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.824072+00:00,,1,weeks
136,1355032,,,1,weeks,1649834254,,2022-04-20 07:17:34.818634+00:00,2022-04-13 08:17:34.819091,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.818634+00:00,,1,weeks
137,1259264,,,1,weeks,1649834254,,2022-04-20 07:17:34.810168+00:00,2022-04-13 08:17:34.810168,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.810168+00:00,,1,weeks
138,1352060,,,1,weeks,1649834254,,2022-04-20 07:17:34.804180+00:00,2022-04-13 08:17:34.804180,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.804180+00:00,,1,weeks
139,1251489,,,1,weeks,1649834254,,2022-04-20 07:17:34.797200+00:00,2022-04-13 08:17:34.797571,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.797200+00:00,,1,weeks
140,1322893,,,1,weeks,1649834254,,2022-04-20 07:17:34.779412+00:00,2022-04-13 08:17:34.780126,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.779412+00:00,,1,weeks
141,1359831,,,1,weeks,1649834254,,2022-04-20 07:17:34.772112+00:00,2022-04-13 08:17:34.773113,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.772112+00:00,,1,weeks
142,1336027,,,1,weeks,1649834254,,2022-04-20 07:17:34.767098+00:00,2022-04-13 08:17:34.768094,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.767098+00:00,,1,weeks
143,1350327,,,1,weeks,1649834254,,2022-04-20 07:17:34.762112+00:00,2022-04-13 08:17:34.764105,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.762112+00:00,,1,weeks
144,1227274,,,1,weeks,1649834254,,2022-04-20 07:17:34.756129+00:00,2022-04-13 08:17:34.756129,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.756129+00:00,,1,weeks
145,1359379,,,1,weeks,1649834254,,2022-04-20 07:17:34.752139+00:00,2022-04-13 08:17:34.753136,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.752139+00:00,,1,weeks
146,1359374,,,1,weeks,1649834254,,2022-04-20 07:17:34.741179+00:00,2022-04-13 08:17:34.742185,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.741179+00:00,,1,weeks
147,1342257,,,1,weeks,1649834254,,2022-04-20 07:17:34.738186+00:00,2022-04-13 08:17:34.738597,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.738186+00:00,,1,weeks
148,1360407,,,1,weeks,1649834254,,2022-04-20 07:17:34.735194+00:00,2022-04-13 08:17:34.735407,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.735194+00:00,,1,weeks
149,1351188,,,1,weeks,1649834254,,2022-04-20 07:17:34.725365+00:00,2022-04-13 08:17:34.727682,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.725365+00:00,,1,weeks
150,1350893,,,1,weeks,1649834254,,2022-04-20 07:17:34.705273+00:00,2022-04-13 08:17:34.705273,1,weeks,1649834254,True,True,,2022-04-20 07:17:34.705273+00:00,,1,weeks
151,1363585,,,1,weeks,1649834254,,2022-04-20 07:17:34.641316+00:00,2022-04-13 08:17:34.642314,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.641316+00:00,,1,weeks
152,1343455,,,1,weeks,1649834254,,2022-04-20 07:17:34.632340+00:00,2022-04-13 08:17:34.632340,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.632340+00:00,,1,weeks
153,1365963,,,1,weeks,1649834254,,2022-04-20 07:17:34.590419+00:00,2022-04-13 08:17:34.590419,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.590419+00:00,,1,weeks
154,1361589,,,1,weeks,1649834254,,2022-04-20 07:17:34.587428+00:00,2022-04-13 08:17:34.588424,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.587428+00:00,,1,weeks
155,1362761,,,1,weeks,1649834254,,2022-04-20 07:17:34.549590+00:00,2022-04-13 08:17:34.550583,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.549590+00:00,,1,weeks
156,1355858,,,1,weeks,1649834254,,2022-04-20 07:17:34.539217+00:00,2022-04-13 08:17:34.539710,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.539217+00:00,,1,weeks
157,1322013,,,1,weeks,1649834254,,2022-04-20 07:17:34.534720+00:00,2022-04-13 08:17:34.535721,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.534720+00:00,,1,weeks
158,1365523,,,1,weeks,1649834254,,2022-04-20 07:17:34.531673+00:00,2022-04-13 08:17:34.532671,1,weeks,1649834254,False,True,,2022-04-20 07:17:34.531673+00:00,,1,weeks
159,1360595,,,2,weeks,1649229454,,2022-04-20 07:17:34.668392+00:00,2022-04-06 08:17:34.669389,2,weeks,1649229454,False,True,,2022-04-20 07:17:34.668392+00:00,,2,weeks
160,1355959,,,2,weeks,1649229454,,2022-04-20 07:17:34.652302+00:00,2022-04-06 08:17:34.652302,2,weeks,1649229454,False,True,,2022-04-20 07:17:34.652302+00:00,,2,weeks
161,1360473,,,2,weeks,1649229454,,2022-04-20 07:17:34.635332+00:00,2022-04-06 08:17:34.636329,2,weeks,1649229454,False,True,,2022-04-20 07:17:34.635332+00:00,,2,weeks
162,1356029,,,2,weeks,1649229454,,2022-04-20 07:17:34.628351+00:00,2022-04-06 08:17:34.629348,2,weeks,1649229454,False,True,,2022-04-20 07:17:34.628351+00:00,,2,weeks
163,1352043,,,2,weeks,1649229454,,2022-04-20 07:17:34.582455+00:00,2022-04-06 08:17:34.583438,2,weeks,1649229454,False,True,,2022-04-20 07:17:34.582455+00:00,,2,weeks
164,1351507,,,2,weeks,1649229454,,2022-04-20 07:17:34.572523+00:00,2022-04-06 08:17:34.573520,2,weeks,1649229454,False,True,,2022-04-20 07:17:34.572523+00:00,,2,weeks
165,1328467,,,3,weeks,1648624654,,2022-04-20 07:17:34.691299+00:00,2022-03-30 08:17:34.692312,3,weeks,1648624654,False,True,,2022-04-20 07:17:34.691299+00:00,,3,weeks
166,1354403,,,3,weeks,1648624654,,2022-04-20 07:17:34.585434+00:00,2022-03-30 08:17:34.585434,3,weeks,1648624654,False,True,,2022-04-20 07:17:34.585434+00:00,,3,weeks
167,1339301,,,1,months,1647764254,,2022-04-20 07:17:34.546592+00:00,2022-03-20 08:17:34.547649,1,months,1647764254,False,True,,2022-04-20 07:17:34.546592+00:00,,1,months
